clu_41642 ENSG00000227232.5
clu_3871 ENSG00000139645.9
clu_3870 ENSG00000139645.9
clu_3869 ENSG00000139645.9
clu_3868 ENSG00000139645.9
clu_3867 ENSG00000139645.9
clu_3866 ENSG00000139645.9
clu_3874 ENSG00000135469.13
clu_3879 ENSG00000257303.1
clu_3877 ENSG00000062485.18
clu_3876 ENSG00000062485.18
clu_3881 ENSG00000257727.5
clu_3878 ENSG00000257727.5
clu_3889 ENSG00000135473.14
clu_3888 ENSG00000135473.14
clu_3887 ENSG00000135473.14
clu_3885 ENSG00000135473.14
clu_3884 ENSG00000135473.14
clu_3883 ENSG00000135473.14
clu_3882 ENSG00000135473.14
clu_3886 ENSG00000135473.14
clu_3894 ENSG00000170581.13
clu_3896 ENSG00000170581.13
clu_3898 ENSG00000170581.13
clu_3899 ENSG00000170581.13
clu_3893 ENSG00000170581.13
clu_3895 ENSG00000170581.13
clu_3891 ENSG00000170581.13
clu_3892 ENSG00000170581.13
clu_3909 ENSG00000111602.11
clu_3910 ENSG00000111602.11
clu_3908 ENSG00000111602.11
clu_3907 ENSG00000111602.11
clu_3905 ENSG00000111602.11
clu_3904 ENSG00000111602.11
clu_3903 ENSG00000111602.11
clu_3901 ENSG00000111602.11
clu_3900 ENSG00000111602.11
clu_3913 ENSG00000076067.12
clu_3915 ENSG00000076067.12
clu_3914 ENSG00000076067.12
clu_3912 ENSG00000076067.12
clu_3911 ENSG00000076067.12
clu_3927 ENSG00000076108.11
clu_3925 ENSG00000076108.11
clu_3926 ENSG00000076108.11
clu_3924 ENSG00000076108.11
clu_3923 ENSG00000076108.11
clu_3922 ENSG00000076108.11
clu_3921 ENSG00000076108.11
clu_3920 ENSG00000076108.11
clu_3919 ENSG00000076108.11
clu_3918 ENSG00000076108.11
clu_3917 ENSG00000076108.11
clu_3928 ENSG00000110955.8
clu_3929 ENSG00000110955.8
clu_3930 ENSG00000110958.15
clu_3931 ENSG00000110958.15
clu_3932 ENSG00000196531.10
clu_3937 ENSG00000025423.11
clu_3936 ENSG00000198056.13
clu_3934 ENSG00000198056.13
clu_3935 ENSG00000198056.13
clu_3943 ENSG00000166881.9
clu_3942 ENSG00000166881.9
clu_3941 ENSG00000166881.9
clu_3940 ENSG00000166881.9
clu_3947 ENSG00000166886.12
clu_3946 ENSG00000166886.12
clu_3944 ENSG00000166886.12
clu_3954 ENSG00000123384.13
clu_3953 ENSG00000123384.13
clu_3949 ENSG00000166888.11
clu_3948 ENSG00000166888.11
clu_3959 ENSG00000182199.10
clu_3958 ENSG00000182199.10
clu_3961 ENSG00000185633.10
clu_3963 ENSG00000185482.7
clu_3968 ENSG00000179912.20
clu_3967 ENSG00000179912.20
clu_3966 ENSG00000179912.20
clu_3965 ENSG00000179912.20
clu_3964 ENSG00000179912.20
clu_3970 ENSG00000111087.9
clu_3976 ENSG00000166986.14
clu_3979 ENSG00000175197.11
clu_3984 ENSG00000166987.14
clu_3978 ENSG00000166987.14
clu_3980 ENSG00000166987.14
clu_3981 ENSG00000166987.14
clu_3983 ENSG00000166987.14
clu_3982 ENSG00000175203.15
clu_3985 ENSG00000175203.15
clu_3989 ENSG00000166908.17
clu_3988 ENSG00000166908.17
clu_3987 ENSG00000166908.17
clu_3997 ENSG00000240771.6
clu_4000 ENSG00000240771.6
clu_3999 ENSG00000240771.6
clu_3998 ENSG00000240771.6
clu_3996 ENSG00000240771.6
clu_3994 ENSG00000240771.6
clu_4003 ENSG00000135502.17
clu_4004 ENSG00000135502.17
clu_4011 ENSG00000135506.15
clu_4013 ENSG00000135506.15
clu_4015 ENSG00000135452.9
clu_4016 ENSG00000135446.16
clu_4017 ENSG00000135446.16
clu_4023 ENSG00000123427.16
clu_4019 ENSG00000123427.16
clu_4022 ENSG00000037897.16
clu_4021 ENSG00000037897.16
clu_4023 ENSG00000123297.17
clu_4025 ENSG00000123297.17
clu_4024 ENSG00000123297.17
clu_4028 ENSG00000135407.10
clu_4029 ENSG00000135407.10
clu_4027 ENSG00000135407.10
clu_4026 ENSG00000135407.10
clu_4035 ENSG00000175215.10
clu_4034 ENSG00000175215.10
clu_4033 ENSG00000175215.10
clu_4032 ENSG00000175215.10
clu_4039 ENSG00000257698.1
clu_4040 ENSG00000166896.7
clu_4044 ENSG00000139263.11
clu_4045 ENSG00000139263.11
clu_4046 ENSG00000139263.11
clu_4047 ENSG00000139263.11
clu_4054 ENSG00000118596.11
clu_4053 ENSG00000118596.11
clu_4051 ENSG00000118596.11
clu_4060 ENSG00000135655.15
clu_4063 ENSG00000135655.15
clu_4061 ENSG00000135655.15
clu_4062 ENSG00000135655.15
clu_4059 ENSG00000135655.15
clu_4058 ENSG00000135655.15
clu_4074 ENSG00000061987.14
clu_4075 ENSG00000061987.14
clu_4076 ENSG00000061987.14
clu_4073 ENSG00000061987.14
clu_4077 ENSG00000061987.14
clu_4072 ENSG00000061987.14
clu_4071 ENSG00000061987.14
clu_4069 ENSG00000061987.14
clu_4068 ENSG00000061987.14
clu_4067 ENSG00000061987.14
clu_4066 ENSG00000061987.14
clu_4065 ENSG00000061987.14
clu_4064 ENSG00000061987.14
clu_4082 ENSG00000177990.11
clu_4081 ENSG00000177990.11
clu_4086 ENSG00000118600.11
clu_4087 ENSG00000118600.11
clu_4088 ENSG00000118600.11
clu_4093 ENSG00000196935.8
clu_4095 ENSG00000196935.8
clu_4092 ENSG00000196935.8
clu_4090 ENSG00000196935.8
clu_4091 ENSG00000196935.8
clu_4103 ENSG00000184575.11
clu_4104 ENSG00000184575.11
clu_4107 ENSG00000184575.11
clu_4109 ENSG00000183735.9
clu_4110 ENSG00000183735.9
clu_4108 ENSG00000183735.9
clu_4111 ENSG00000153179.12
clu_4112 ENSG00000135677.10
clu_4118 ENSG00000174106.2
clu_4117 ENSG00000174106.2
clu_4116 ENSG00000174106.2
clu_4120 ENSG00000174099.10
clu_4119 ENSG00000174099.10
clu_4121 ENSG00000174099.10
clu_4122 ENSG00000174099.10
clu_4129 ENSG00000256268.1
clu_4126 ENSG00000250748.6
clu_4124 ENSG00000250748.6
clu_4138 ENSG00000149948.13
clu_4137 ENSG00000149948.13
clu_4136 ENSG00000149948.13
clu_4134 ENSG00000241749.4
clu_4135 ENSG00000197301.7
clu_4142 ENSG00000155957.17
clu_4140 ENSG00000155957.17
clu_4141 ENSG00000155957.17
clu_4146 ENSG00000090376.10
clu_4144 ENSG00000090376.10
clu_4145 ENSG00000090376.10
clu_4147 ENSG00000090376.10
clu_4154 ENSG00000111530.12
clu_4155 ENSG00000111530.12
clu_4153 ENSG00000111530.12
clu_4151 ENSG00000111530.12
clu_4152 ENSG00000111530.12
clu_4157 ENSG00000127334.10
clu_4165 ENSG00000111554.14
clu_4164 ENSG00000111554.14
clu_4162 ENSG00000111554.14
clu_4159 ENSG00000111554.14
clu_4158 ENSG00000111554.14
clu_4169 ENSG00000127314.17
clu_4168 ENSG00000127314.17
clu_4170 ENSG00000111581.9
clu_4171 ENSG00000111581.9
clu_4172 ENSG00000111581.9
clu_4173 ENSG00000111581.9
clu_4175 ENSG00000175782.9
clu_4174 ENSG00000175782.9
clu_4179 ENSG00000135679.22
clu_4181 ENSG00000135679.22
clu_4180 ENSG00000135679.22
clu_4178 ENSG00000135679.22
clu_4184 ENSG00000135678.11
clu_4187 ENSG00000135678.11
clu_4186 ENSG00000135678.11
clu_4190 ENSG00000111605.16
clu_4189 ENSG00000111605.16
clu_4193 ENSG00000127337.6
clu_4192 ENSG00000127337.6
clu_4191 ENSG00000127337.6
clu_4198 ENSG00000166225.8
clu_4199 ENSG00000166225.8
clu_4197 ENSG00000166225.8
clu_4196 ENSG00000166225.8
clu_4203 ENSG00000127328.21
clu_4208 ENSG00000257815.5
clu_4207 ENSG00000111596.11
clu_4206 ENSG00000111596.11
clu_4205 ENSG00000111596.11
clu_4222 ENSG00000173451.6
clu_4219 ENSG00000133858.15
clu_4220 ENSG00000133858.15
clu_4212 ENSG00000133858.15
clu_4215 ENSG00000133858.15
clu_4214 ENSG00000133858.15
clu_4213 ENSG00000133858.15
clu_4217 ENSG00000133858.15
clu_4224 ENSG00000139291.13
clu_4229 ENSG00000121749.15
clu_4231 ENSG00000121749.15
clu_4230 ENSG00000121749.15
clu_4228 ENSG00000121749.15
clu_4226 ENSG00000121749.15
clu_4227 ENSG00000121749.15
clu_4238 ENSG00000180881.19
clu_4242 ENSG00000139278.9
clu_4249 ENSG00000187109.13
clu_4247 ENSG00000187109.13
clu_4250 ENSG00000257219.5
clu_4251 ENSG00000257219.5
clu_4254 ENSG00000179941.6
clu_4257 ENSG00000091039.16
clu_4258 ENSG00000091039.16
clu_4256 ENSG00000091039.16
clu_4255 ENSG00000091039.16
clu_4267 ENSG00000186908.14
clu_4265 ENSG00000186908.14
clu_4264 ENSG00000186908.14
clu_4263 ENSG00000186908.14
clu_4262 ENSG00000186908.14
clu_4261 ENSG00000186908.14
clu_4269 ENSG00000175183.9
clu_4270 ENSG00000175183.9
clu_4274 ENSG00000165891.15
clu_4275 ENSG00000165891.15
clu_4271 ENSG00000165891.15
clu_4272 ENSG00000165891.15
clu_4282 ENSG00000067798.14
clu_4286 ENSG00000067798.14
clu_4285 ENSG00000067798.14
clu_4284 ENSG00000067798.14
clu_4283 ENSG00000067798.14
clu_4280 ENSG00000067798.14
clu_4279 ENSG00000067798.14
clu_4278 ENSG00000067798.14
clu_4277 ENSG00000067798.14
clu_4295 ENSG00000177425.10
clu_4293 ENSG00000177425.10
clu_4294 ENSG00000177425.10
clu_4292 ENSG00000177425.10
clu_4300 ENSG00000058272.16
clu_4299 ENSG00000058272.16
clu_4298 ENSG00000058272.16
clu_4297 ENSG00000058272.16
clu_4296 ENSG00000058272.16
clu_4317 ENSG00000139304.12
clu_4319 ENSG00000139304.12
clu_4318 ENSG00000139304.12
clu_4320 ENSG00000139304.12
clu_4315 ENSG00000139304.12
clu_4309 ENSG00000139304.12
clu_4312 ENSG00000139304.12
clu_4316 ENSG00000139304.12
clu_4313 ENSG00000139304.12
clu_4314 ENSG00000139304.12
clu_4325 ENSG00000111052.7
clu_4326 ENSG00000111052.7
clu_4328 ENSG00000111058.7
clu_4329 ENSG00000111058.7
clu_4330 ENSG00000111058.7
clu_4332 ENSG00000111058.7
clu_4334 ENSG00000139220.16
clu_4340 ENSG00000133773.11
clu_4341 ENSG00000127720.7
clu_4344 ENSG00000127720.7
clu_4346 ENSG00000179104.8
clu_4348 ENSG00000179104.8
clu_4351 ENSG00000072041.16
clu_4352 ENSG00000072041.16
clu_4350 ENSG00000072041.16
clu_4349 ENSG00000072041.16
clu_4358 ENSG00000180318.3
clu_4363 ENSG00000133641.17
clu_4362 ENSG00000133641.17
clu_4376 ENSG00000198707.14
clu_4375 ENSG00000198707.14
clu_4374 ENSG00000198707.14
clu_4373 ENSG00000198707.14
clu_4372 ENSG00000198707.14
clu_4371 ENSG00000198707.14
clu_4369 ENSG00000198707.14
clu_4368 ENSG00000198707.14
clu_4367 ENSG00000198707.14
clu_4364 ENSG00000198707.14
clu_4365 ENSG00000198707.14
clu_4366 ENSG00000198707.14
clu_4378 ENSG00000139324.11
clu_4379 ENSG00000139324.11
clu_4380 ENSG00000139324.11
clu_4388 ENSG00000049130.14
clu_4389 ENSG00000049130.14
clu_4384 ENSG00000049130.14
clu_4392 ENSG00000139318.7
clu_4394 ENSG00000139323.13
clu_4393 ENSG00000139323.13
clu_4397 ENSG00000070961.15
clu_4398 ENSG00000070961.15
clu_4402 ENSG00000011465.16
clu_4423 ENSG00000102189.16
clu_4421 ENSG00000102189.16
clu_4420 ENSG00000102189.16
clu_4418 ENSG00000102189.16
clu_4417 ENSG00000102189.16
clu_4416 ENSG00000102189.16
clu_4422 ENSG00000102189.16
clu_4415 ENSG00000102189.16
clu_4414 ENSG00000102189.16
clu_4413 ENSG00000102189.16
clu_4429 ENSG00000173598.13
clu_4428 ENSG00000173598.13
clu_4427 ENSG00000173598.13
clu_4431 ENSG00000198015.12
clu_4432 ENSG00000198015.12
clu_4436 ENSG00000120833.13
clu_4435 ENSG00000246985.7
clu_4434 ENSG00000246985.7
clu_4439 ENSG00000169372.12
clu_4438 ENSG00000169372.12
clu_4439 ENSG00000258303.1
clu_4447 ENSG00000136040.8
clu_4443 ENSG00000136040.8
clu_4442 ENSG00000136040.8
clu_4456 ENSG00000173588.14
clu_4455 ENSG00000173588.14
clu_4453 ENSG00000173588.14
clu_4454 ENSG00000173588.14
clu_4452 ENSG00000173588.14
clu_4451 ENSG00000173588.14
clu_4450 ENSG00000173588.14
clu_4449 ENSG00000173588.14
clu_4448 ENSG00000173588.14
clu_4459 ENSG00000184752.12
clu_4462 ENSG00000120798.16
clu_4466 ENSG00000120798.16
clu_4465 ENSG00000120798.16
clu_4464 ENSG00000120798.16
clu_4463 ENSG00000120798.16
clu_4461 ENSG00000120798.16
clu_4470 ENSG00000180263.13
clu_4471 ENSG00000180263.13
clu_4467 ENSG00000180263.13
clu_4469 ENSG00000180263.13
clu_4475 ENSG00000028203.17
clu_4474 ENSG00000028203.17
clu_4476 ENSG00000028203.17
clu_4473 ENSG00000028203.17
clu_4472 ENSG00000028203.17
clu_4477 ENSG00000111142.13
clu_4478 ENSG00000074527.11
clu_4479 ENSG00000074527.11
clu_4482 ENSG00000111144.9
clu_4483 ENSG00000111144.9
clu_4485 ENSG00000111145.7
clu_4484 ENSG00000111145.7
clu_4488 ENSG00000059758.7
clu_4489 ENSG00000059758.7
clu_4490 ENSG00000059758.7
clu_4495 ENSG00000139350.11
clu_4494 ENSG00000139350.11
clu_4493 ENSG00000139350.11
clu_4499 ENSG00000120802.13
clu_4498 ENSG00000120802.13
clu_4501 ENSG00000166130.14
clu_4510 ENSG00000120868.13
clu_4507 ENSG00000120868.13
clu_4506 ENSG00000120868.13
clu_4505 ENSG00000120868.13
clu_4502 ENSG00000120868.13
clu_4503 ENSG00000120868.13
clu_4504 ENSG00000120868.13
clu_4511 ENSG00000111647.12
clu_4512 ENSG00000111647.12
clu_4514 ENSG00000111647.12
clu_4515 ENSG00000111647.12
clu_4513 ENSG00000111647.12
clu_4525 ENSG00000075089.9
clu_4524 ENSG00000075089.9
clu_4523 ENSG00000075089.9
clu_4522 ENSG00000075089.9
clu_4521 ENSG00000075089.9
clu_4530 ENSG00000166153.16
clu_4534 ENSG00000136021.18
clu_4533 ENSG00000136021.18
clu_4532 ENSG00000136021.18
clu_4531 ENSG00000136021.18
clu_4528 ENSG00000136021.18
clu_4527 ENSG00000136021.18
clu_4536 ENSG00000139354.10
clu_4538 ENSG00000139354.10
clu_4535 ENSG00000139354.10
clu_4547 ENSG00000151572.16
clu_4545 ENSG00000151572.16
clu_4544 ENSG00000151572.16
clu_4542 ENSG00000151572.16
clu_4541 ENSG00000151572.16
clu_4540 ENSG00000151572.16
clu_4539 ENSG00000151572.16
clu_4555 ENSG00000120800.4
clu_4553 ENSG00000120800.4
clu_4550 ENSG00000120800.4
clu_4551 ENSG00000120800.4
clu_4556 ENSG00000120805.13
clu_4560 ENSG00000111666.10
clu_4561 ENSG00000111666.10
clu_4568 ENSG00000111670.14
clu_4570 ENSG00000111670.14
clu_4569 ENSG00000111670.14
clu_4567 ENSG00000111670.14
clu_4566 ENSG00000111670.14
clu_4565 ENSG00000111670.14
clu_4564 ENSG00000111670.14
clu_4572 ENSG00000136048.13
clu_4571 ENSG00000136048.13
clu_4575 ENSG00000120860.10
clu_4574 ENSG00000120860.10
clu_4573 ENSG00000120860.10
clu_4579 ENSG00000075188.8
clu_4576 ENSG00000075188.8
clu_4578 ENSG00000185480.11
clu_4577 ENSG00000185480.11
clu_4589 ENSG00000111696.11
clu_4588 ENSG00000111696.11
clu_4585 ENSG00000111696.11
clu_4587 ENSG00000111696.11
clu_4594 ENSG00000166598.14
clu_4596 ENSG00000204954.9
clu_4595 ENSG00000204954.9
clu_4599 ENSG00000139372.14
clu_4597 ENSG00000139372.14
clu_4598 ENSG00000139372.14
clu_4601 ENSG00000120820.12
clu_4600 ENSG00000120820.12
clu_4605 ENSG00000111727.11
clu_4604 ENSG00000111727.11
clu_4602 ENSG00000111727.11
clu_4603 ENSG00000111727.11
clu_4608 ENSG00000120837.7
clu_4607 ENSG00000120837.7
clu_4606 ENSG00000120837.7
clu_4610 ENSG00000198431.15
clu_4611 ENSG00000198431.15
clu_4612 ENSG00000257732.1
clu_4613 ENSG00000171310.10
clu_4614 ENSG00000136052.9
clu_4616 ENSG00000136052.9
clu_4617 ENSG00000151131.10
clu_4625 ENSG00000136010.13
clu_4622 ENSG00000136010.13
clu_4620 ENSG00000136010.13
clu_4623 ENSG00000136010.13
clu_4621 ENSG00000136010.13
clu_4624 ENSG00000136010.13
clu_4629 ENSG00000136051.13
clu_4630 ENSG00000136051.13
clu_4628 ENSG00000136051.13
clu_4627 ENSG00000136051.13
clu_4626 ENSG00000136051.13
clu_4631 ENSG00000136051.13
clu_4633 ENSG00000136051.13
clu_4634 ENSG00000136051.13
clu_4632 ENSG00000136051.13
clu_4646 ENSG00000235162.8
clu_4645 ENSG00000235162.8
clu_4643 ENSG00000136044.11
clu_4642 ENSG00000136044.11
clu_4640 ENSG00000136044.11
clu_4644 ENSG00000136044.11
clu_4639 ENSG00000136044.11
clu_4641 ENSG00000136044.11
clu_4638 ENSG00000136044.11
clu_4637 ENSG00000136044.11
clu_4636 ENSG00000136044.11
clu_4635 ENSG00000136044.11
clu_4652 ENSG00000074590.13
clu_4657 ENSG00000166046.10
clu_4655 ENSG00000166046.10
clu_4656 ENSG00000166046.10
clu_4658 ENSG00000166046.10
clu_4660 ENSG00000013503.9
clu_4663 ENSG00000013503.9
clu_4666 ENSG00000111785.19
clu_4665 ENSG00000111785.19
clu_4664 ENSG00000111785.19
clu_4668 ENSG00000151135.9
clu_4667 ENSG00000151135.9
clu_4669 ENSG00000120832.9
clu_4673 ENSG00000008405.11
clu_4671 ENSG00000008405.11
clu_4674 ENSG00000136045.11
clu_4675 ENSG00000136045.11
clu_4677 ENSG00000110851.11
clu_4676 ENSG00000110851.11
clu_4678 ENSG00000110851.11
clu_4679 ENSG00000174600.13
clu_4686 ENSG00000075856.11
clu_4687 ENSG00000075856.11
clu_4682 ENSG00000075856.11
clu_4685 ENSG00000075856.11
clu_4684 ENSG00000075856.11
clu_4683 ENSG00000075856.11
clu_4689 ENSG00000136003.15
clu_4690 ENSG00000136003.15
clu_4691 ENSG00000183160.8
clu_4693 ENSG00000110880.10
clu_4692 ENSG00000110880.10
clu_4696 ENSG00000084112.14
clu_4695 ENSG00000084112.14
clu_4699 ENSG00000135093.12
clu_4698 ENSG00000135093.12
clu_4702 ENSG00000189046.10
clu_4710 ENSG00000076555.15
clu_4706 ENSG00000076555.15
clu_4707 ENSG00000076555.15
clu_4708 ENSG00000076555.15
clu_4709 ENSG00000076555.15
clu_4711 ENSG00000076555.15
clu_4719 ENSG00000110906.12
clu_4715 ENSG00000110906.12
clu_4723 ENSG00000151148.13
clu_4724 ENSG00000151148.13
clu_4725 ENSG00000151148.13
clu_4718 ENSG00000151148.13
clu_4717 ENSG00000151148.13
clu_4720 ENSG00000151148.13
clu_4716 ENSG00000151148.13
clu_4722 ENSG00000151148.13
clu_4729 ENSG00000110921.13
clu_4728 ENSG00000139428.11
clu_4727 ENSG00000139428.11
clu_4726 ENSG00000139428.11
clu_4734 ENSG00000111199.10
clu_4733 ENSG00000111199.10
clu_4735 ENSG00000139433.9
clu_4736 ENSG00000139433.9
clu_4737 ENSG00000139433.9
clu_4742 ENSG00000139437.17
clu_4743 ENSG00000139437.17
clu_4741 ENSG00000139437.17
clu_4739 ENSG00000139437.17
clu_4738 ENSG00000139437.17
clu_4749 ENSG00000139436.20
clu_4746 ENSG00000139436.20
clu_4747 ENSG00000139436.20
clu_4744 ENSG00000139436.20
clu_4745 ENSG00000139436.20
clu_4755 ENSG00000076513.16
clu_4753 ENSG00000076513.16
clu_4752 ENSG00000076513.16
clu_4751 ENSG00000076513.16
clu_4750 ENSG00000076513.16
clu_4757 ENSG00000174456.13
clu_4761 ENSG00000122970.15
clu_4763 ENSG00000122970.15
clu_4762 ENSG00000122970.15
clu_4760 ENSG00000122970.15
clu_4758 ENSG00000122970.15
clu_4759 ENSG00000122970.15
clu_4764 ENSG00000196510.12
clu_4765 ENSG00000196510.12
clu_4766 ENSG00000196510.12
clu_4771 ENSG00000204856.11
clu_4770 ENSG00000204856.11
clu_4769 ENSG00000204856.11
clu_4773 ENSG00000111237.18
clu_4772 ENSG00000111237.18
clu_4776 ENSG00000196850.5
clu_4775 ENSG00000196850.5
clu_4783 ENSG00000204852.15
clu_4785 ENSG00000204852.15
clu_4784 ENSG00000204852.15
clu_4778 ENSG00000204852.15
clu_4782 ENSG00000204852.15
clu_4777 ENSG00000204852.15
clu_4780 ENSG00000122986.13
clu_4788 ENSG00000198324.13
clu_4792 ENSG00000111252.10
clu_4791 ENSG00000111252.10
clu_4790 ENSG00000111252.10
clu_4797 ENSG00000204842.14
clu_4798 ENSG00000204842.14
clu_4799 ENSG00000204842.14
clu_4800 ENSG00000204842.14
clu_4796 ENSG00000204842.14
clu_4795 ENSG00000204842.14
clu_4794 ENSG00000204842.14
clu_4804 ENSG00000089234.15
clu_4802 ENSG00000089234.15
clu_4803 ENSG00000089234.15
clu_4812 ENSG00000111271.14
clu_4808 ENSG00000111271.14
clu_4809 ENSG00000111271.14
clu_4810 ENSG00000111271.14
clu_4811 ENSG00000111271.14
clu_4813 ENSG00000111271.14
clu_4805 ENSG00000111271.14
clu_4806 ENSG00000111271.14
clu_4807 ENSG00000111271.14
clu_4815 ENSG00000111275.12
clu_4814 ENSG00000111275.12
clu_4816 ENSG00000234608.7
clu_4819 ENSG00000089022.13
clu_4820 ENSG00000089022.13
clu_4822 ENSG00000089022.13
clu_4821 ENSG00000089022.13
clu_4818 ENSG00000089022.13
clu_4817 ENSG00000089022.13
clu_4825 ENSG00000198270.12
clu_4827 ENSG00000198270.12
clu_4826 ENSG00000198270.12
clu_4824 ENSG00000198270.12
clu_4823 ENSG00000198270.12
clu_4828 ENSG00000089248.6
clu_4834 ENSG00000111300.9
clu_4836 ENSG00000111300.9
clu_4835 ENSG00000111300.9
clu_4833 ENSG00000111300.9
clu_4832 ENSG00000111300.9
clu_4831 ENSG00000111300.9
clu_4830 ENSG00000111300.9
clu_4829 ENSG00000111300.9
clu_4839 ENSG00000135148.11
clu_4838 ENSG00000135148.11
clu_4837 ENSG00000135148.11
clu_4851 ENSG00000173064.12
clu_4849 ENSG00000173064.12
clu_4850 ENSG00000173064.12
clu_4853 ENSG00000173064.12
clu_4856 ENSG00000173064.12
clu_4854 ENSG00000173064.12
clu_4855 ENSG00000173064.12
clu_4848 ENSG00000173064.12
clu_4847 ENSG00000173064.12
clu_4840 ENSG00000173064.12
clu_4841 ENSG00000173064.12
clu_4842 ENSG00000173064.12
clu_4843 ENSG00000173064.12
clu_4844 ENSG00000173064.12
clu_4845 ENSG00000173064.12
clu_4846 ENSG00000173064.12
clu_4861 ENSG00000179295.17
clu_4862 ENSG00000179295.17
clu_4863 ENSG00000179295.17
clu_4869 ENSG00000111331.12
clu_4870 ENSG00000111331.12
clu_4868 ENSG00000111331.12
clu_4867 ENSG00000111331.12
clu_4871 ENSG00000111335.12
clu_4873 ENSG00000123064.12
clu_4874 ENSG00000123064.12
clu_4875 ENSG00000123064.12
clu_4877 ENSG00000139405.15
clu_4876 ENSG00000139405.15
clu_4878 ENSG00000166578.9
clu_4884 ENSG00000186815.12
clu_4890 ENSG00000186815.12
clu_4889 ENSG00000186815.12
clu_4887 ENSG00000186815.12
clu_4886 ENSG00000186815.12
clu_4883 ENSG00000186815.12
clu_4879 ENSG00000186815.12
clu_4880 ENSG00000186815.12
clu_4881 ENSG00000186815.12
clu_4882 ENSG00000186815.12
clu_4900 ENSG00000151176.7
clu_4895 ENSG00000089060.11
clu_4896 ENSG00000089060.11
clu_4894 ENSG00000089060.11
clu_4893 ENSG00000089060.11
clu_4892 ENSG00000089060.11
clu_4891 ENSG00000089060.11
clu_4885 ENSG00000089060.11
clu_4901 ENSG00000139410.14
clu_4908 ENSG00000122965.10
clu_4907 ENSG00000122965.10
clu_4906 ENSG00000122965.10
clu_4904 ENSG00000122965.10
clu_4903 ENSG00000122965.10
clu_4905 ENSG00000122965.10
clu_4911 ENSG00000089225.19
clu_4914 ENSG00000135111.15
clu_4912 ENSG00000135111.15
clu_4913 ENSG00000135111.15
clu_4925 ENSG00000123066.7
clu_4927 ENSG00000123066.7
clu_4926 ENSG00000123066.7
clu_4923 ENSG00000123066.7
clu_4924 ENSG00000123066.7
clu_4922 ENSG00000123066.7
clu_4921 ENSG00000123066.7
clu_4932 ENSG00000111412.5
clu_4938 ENSG00000174989.12
clu_4937 ENSG00000174989.12
clu_4935 ENSG00000174989.12
clu_4936 ENSG00000174989.12
clu_4942 ENSG00000135108.14
clu_4943 ENSG00000135108.14
clu_4941 ENSG00000135108.14
clu_4940 ENSG00000135108.14
clu_4939 ENSG00000135108.14
clu_4944 ENSG00000111445.13
clu_4945 ENSG00000111445.13
clu_4949 ENSG00000111445.13
clu_4946 ENSG00000111445.13
clu_4948 ENSG00000176834.13
clu_4947 ENSG00000176834.13
clu_4950 ENSG00000135090.13
clu_4951 ENSG00000135090.13
clu_4953 ENSG00000135090.13
clu_4952 ENSG00000135090.13
clu_4955 ENSG00000135090.13
clu_4959 ENSG00000111707.11
clu_4958 ENSG00000111707.11
clu_4956 ENSG00000111707.11
clu_4957 ENSG00000111707.11
clu_4962 ENSG00000224982.3
clu_4963 ENSG00000111725.10
clu_4964 ENSG00000111725.10
clu_4974 ENSG00000122966.15
clu_4975 ENSG00000122966.15
clu_4977 ENSG00000122966.15
clu_4979 ENSG00000122966.15
clu_4978 ENSG00000122966.15
clu_4980 ENSG00000122966.15
clu_4981 ENSG00000122966.15
clu_4973 ENSG00000122966.15
clu_4972 ENSG00000122966.15
clu_4965 ENSG00000122966.15
clu_4971 ENSG00000122966.15
clu_4966 ENSG00000122966.15
clu_4967 ENSG00000122966.15
clu_4969 ENSG00000122966.15
clu_4970 ENSG00000122966.15
clu_4968 ENSG00000122966.15
clu_4984 ENSG00000111737.11
clu_4983 ENSG00000111737.11
clu_4990 ENSG00000089154.10
clu_4995 ENSG00000089154.10
clu_4991 ENSG00000089154.10
clu_4989 ENSG00000089154.10
clu_4988 ENSG00000089154.10
clu_4986 ENSG00000089154.10
clu_4987 ENSG00000089154.10
clu_4992 ENSG00000089157.15
clu_4993 ENSG00000089157.15
clu_5002 ENSG00000089159.16
clu_5000 ENSG00000089159.16
clu_5001 ENSG00000089159.16
clu_4998 ENSG00000089159.16
clu_5005 ENSG00000170890.13
clu_5007 ENSG00000170855.3
clu_5006 ENSG00000257218.5
clu_5008 ENSG00000111786.8
clu_5009 ENSG00000088986.10
clu_5015 ENSG00000022840.15
clu_5014 ENSG00000022840.15
clu_5013 ENSG00000022840.15
clu_5012 ENSG00000110871.14
clu_5011 ENSG00000110871.14
clu_5010 ENSG00000110871.14
clu_5016 ENSG00000167272.10
clu_5017 ENSG00000157782.9
clu_5018 ENSG00000110917.7
clu_5019 ENSG00000110917.7
clu_5022 ENSG00000175970.10
clu_5021 ENSG00000175970.10
clu_5023 ENSG00000122971.8
clu_5024 ENSG00000157837.15
clu_5025 ENSG00000157837.15
clu_5029 ENSG00000157895.11
clu_5028 ENSG00000157895.11
clu_5026 ENSG00000157895.11
clu_5027 ENSG00000157895.11
clu_5030 ENSG00000135114.12
clu_5031 ENSG00000135114.12
clu_5034 ENSG00000089041.16
clu_5033 ENSG00000089041.16
clu_5032 ENSG00000089041.16
clu_5040 ENSG00000135124.14
clu_5036 ENSG00000135124.14
clu_5039 ENSG00000135124.14
